model_regression_type,ame_std_error,coeff_std_error,coeff_95_ci_lower,ame_over_sd,model_dispersion_p-value,model_qaic,model_dispersion_alpha,variable,model_fit_rmse,model_num_data,avg_marginal_effect,coefficient,vif,model_dependent_mean,ame_95_ci_upper,coeff_p-value,model_dependent_std_dev,ame_z-statistic,coeff_z-statistic,coeff_95_ci_upper,corrected_coeff_p-value,ame_std_error_over_sd,ame_p-value,model_fit_rmse_over_dep_std_dev,dependent_variable,corrected_ame_p-value,independent_variables,ame_95_ci_lower
quasi-Poisson,0.12154577172245425,0.06701179974037837,-0.3232023145068662,-0.11053296448018454,2.5021628215904e-35,7507.534400920757,1.096478800367166,seniority_squared,2.24829369059043,5313,-0.32074691086032464,-0.19186160047651413,23.266999948421894,1.5891210239036326,-0.0825215758111876,0.004195158330246523,2.901821301624689,-2.6388981394822983,-2.8631017405865427,-0.06052088644616202,0.008272475134362524,0.04188602918256974,0.008317596831235282,0.7747870929652497,citations_next_year,0.01481967760286083,in_degree,-0.558972245909462
quasi-Poisson,,0.018515634197335724,-0.04476835890464956,,0.0011778765685674303,2813.6850323773197,6.98785521660885,(Intercept),5.4185606914564115,4696,,-0.008478382726953362,,8.186541737649064,,0.6470214221065744,10.900445901889768,,-0.4579039873326804,0.027811593450742838,,,,0.4970953243772364,citations_next_5_years,,hub,
quasi-Poisson,0.7176306534464899,0.10545232604063326,-0.3963038306158268,-0.13004162418898452,0.0011778765685674303,2813.6850323773197,6.98785521660885,ad_hoc_this_year,5.4185606914564115,4696,-1.4175116894659054,-0.18962106949021038,,8.186541737649064,-0.010981454508842914,0.0721502818404758,10.900445901889768,-1.975266361126256,-1.7981686759298692,0.01706169163540605,0.10464772283473968,0.06583498142237255,0.04823792854844373,0.4970953243772364,citations_next_5_years,0.07204899115107978,hub,-2.824041924422972
quasi-Poisson,0.21119632498701074,0.021492905515599077,0.8030910733473529,0.5899002580938996,0.0011778765685674303,2813.6850323773197,6.98785521660885,current_year,5.4185606914564115,4696,6.430175850863364,0.8452163940810493,9.035351275455048,8.186541737649064,6.844113041505085,0.0,10.900445901889768,30.446438171965543,39.32536685035952,0.8873417148147458,0.0,0.019375017030302994,1.3352772654165032e-203,0.4970953243772364,citations_next_5_years,2.756954824477604e-202,hub,6.01623866022157
quasi-Poisson,0.17328614664870637,0.02181396548059966,0.08927807150131481,0.09726910018013547,0.0011778765685674303,2813.6850323773197,6.98785521660885,hub,5.4185606914564115,4696,1.060276564439063,0.1320326582032901,1.9145184163555298,8.186541737649064,1.3999111708902494,1.4246761611363958e-09,10.900445901889768,6.118645863760271,6.052666504891736,0.1747872449052654,4.54601211417159e-09,0.015897161291233454,9.437387321786234e-10,0.4970953243772364,citations_next_5_years,3.1062958769664447e-09,hub,0.7206419579878682
quasi-Poisson,,0.011998795786147196,-0.08945133762477257,,0.0011778765685674303,2813.6850323773197,6.98785521660885,lagged_citations_next_5_years,5.4185606914564115,4696,,-0.06593413002607311,1.6400946759126982,8.186541737649064,,3.905725706390954e-08,10.900445901889768,,-5.495062271348524,-0.042416922427373646,1.0794564747584447e-07,,,0.4970953243772364,citations_next_5_years,,hub,
quasi-Poisson,0.09334013355162735,0.011367555173050423,-0.027026470133059838,-0.003569928021643411,0.0011778765685674303,2813.6850323773197,6.98785521660885,num_votes_this_year,5.4185606914564115,4696,-0.03891380727356437,-0.004746471401609031,1.760334001259346,8.186541737649064,0.14402949279978366,0.6762794577804205,10.900445901889768,-0.4169032740031463,-0.41754549059605234,0.017533527329841772,0.7517055528643266,0.008562964707291959,0.6767491587040662,0.4970953243772364,citations_next_5_years,0.7517055528643266,hub,-0.22185710734691289
quasi-Poisson,0.723568725503857,0.04384841325323769,-0.6749921362125767,-0.5914538709756683,0.0011778765685674303,2813.6850323773197,6.98785521660885,seniority,5.4185606914564115,4696,-6.447110924033563,-0.589050825457002,41.74161815839257,8.186541737649064,-5.028942281706482,3.83228925912375e-41,10.900445901889768,-8.91015697167414,-13.433800262168154,-0.5031095147014274,2.4020241606293502e-40,0.06637973639027141,5.096036149244306e-19,0.4970953243772364,citations_next_5_years,2.2082823313391993e-18,hub,-7.865279566360697
quasi-Poisson,0.29080243708482517,0.03552555701913379,0.07014788513355773,0.10433478260656673,0.0011778765685674303,2813.6850323773197,6.98785521660885,seniority_squared,5.4185606914564115,4696,1.13729565348831,0.13977669742178406,22.716558751293643,8.186541737649064,1.7072579567910435,8.335645694739955e-05,10.900445901889768,3.91088762834738,3.9345392204969905,0.20940550971001037,0.00019248760781932395,0.026678031311949346,9.195755069069186e-05,0.4970953243772364,citations_next_5_years,0.000209591560340473,hub,0.5673333501855792
quasi-Poisson,,0.017859911784934502,0.028570173319536193,,0.0009925104497623591,3438.4392674645487,5.726935260183488,(Intercept),5.332048434123417,4696,,0.06357495718507028,,8.186541737649064,,0.00037135553895282586,10.900445901889768,,3.55964564386584,0.09857974105060437,,,,0.4891587447077757,citations_next_5_years,,in_degree,
quasi-Poisson,0.6488740444264837,0.09740750007547155,-0.40272058386219967,-0.14375225871794228,0.0009925104497623591,3438.4392674645487,5.726935260183488,ad_hoc_this_year,5.332048434123417,4696,-1.5669637194293917,-0.21180539189019287,,8.186541737649064,-0.2951939618506447,0.029673164071657064,10.900445901889768,-2.41489659339722,-2.174425908950395,-0.02089019991818608,0.046085312341378894,0.059527293678324746,0.015739677461238877,0.4891587447077757,citations_next_5_years,0.026183065350212538,in_degree,-2.8387334770081463
quasi-Poisson,0.12006805091744577,0.014742498685683307,0.7430258614123365,0.5204219595881118,0.0009925104497623591,3438.4392674645487,5.726935260183488,current_year,5.332048434123417,4696,5.672831416645676,0.7719206278784049,17.14699039773398,8.186541737649064,5.908160472137811,0.0,10.900445901889768,47.24680190358132,52.36023040165031,0.8008153943444732,0.0,0.011014966910356395,0.0,0.4891587447077757,citations_next_5_years,0.0,in_degree,5.437502361153581
quasi-Poisson,0.151300279544252,0.017341857603517866,-0.08067070211495476,-0.036262978225768364,0.0009925104497623591,3438.4392674645487,5.726935260183488,in_degree,5.332048434123417,4696,-0.3952826323913946,-0.04668128578703766,15.827764530944023,8.186541737649064,-0.09873953363381927,0.007106173179305783,10.900445901889768,-2.6125704035846358,-2.6918273032969764,-0.012691869459120556,0.013197178761567884,0.013880191774358666,0.008986418126339931,0.4891587447077757,citations_next_5_years,0.0156927003101757,in_degree,-0.6918257311489714
quasi-Poisson,,0.010837834070980835,-0.07889586159765535,,0.0009925104497623591,3438.4392674645487,5.726935260183488,lagged_citations_next_5_years,5.332048434123417,4696,,-0.05765409714811181,1.716929475556771,8.186541737649064,,1.0393474269063735e-07,10.900445901889768,,-5.319706573335096,-0.036412332698568264,2.763719294273766e-07,,,0.4891587447077757,citations_next_5_years,,in_degree,
quasi-Poisson,0.09024267339837792,0.011075776071129913,-0.013762208139944434,0.00595364897451461,0.0009925104497623591,3438.4392674645487,5.726935260183488,num_votes_this_year,5.332048434123417,4696,0.064897428565538,0.00794591406030073,1.7537300568048855,8.186541737649064,0.24176981829496963,0.47311883708102465,10.900445901889768,0.7191434619744378,0.7174137513498966,0.029654036260545892,0.5610294318089177,0.008278805675530475,0.4720525307663345,0.4891587447077757,citations_next_5_years,0.5610294318089177,in_degree,-0.11197496116389337
quasi-Poisson,0.6506639091935956,0.042490608058390396,-0.6326077960421831,-0.5335760521772951,0.0009925104497623591,3438.4392674645487,5.726935260183488,seniority,5.332048434123417,4696,-5.816216891302517,-0.5493277345665305,43.497431601783646,8.186541737649064,-4.540939063243028,3.1197624740106937e-38,10.900445901889768,-8.938895809529196,-12.928215426139511,-0.46604767309087797,1.7381533783773864e-37,0.05969149473791641,3.930782406265796e-19,0.4891587447077757,citations_next_5_years,1.724630780749118e-18,in_degree,-7.091494719362002
quasi-Poisson,0.2785055353216175,0.03416544977108047,0.050438555588445455,0.08758296161074199,0.0009925104497623591,3438.4392674645487,5.726935260183488,seniority_squared,5.332048434123417,4696,0.9546933349651813,0.1174016066553754,23.21543374391675,8.186541737649064,1.5005541536905964,0.0005897894766544899,10.900445901889768,3.427915117962391,3.4362669726874375,0.18436465772230534,0.0012700374619983188,0.025549921336092688,0.0006082356034753222,0.4891587447077757,citations_next_5_years,0.0012938830110293218,in_degree,0.40883251623976047
quasi-Poisson,,0.015043714906010325,0.6549200433855419,,0.00033818170851580387,1279.01057567089,18.838003424756817,(Intercept),7.57194096834845,3997,,0.6844051827950105,,15.917688266199649,,0.0,19.427168984559987,,45.49442654763247,0.7138903222044791,,,,0.3897603904288039,citations_next_10_years,,hub,
quasi-Poisson,0.7011418962743967,0.0637341729599066,-0.5098966360724813,-0.2627378128223796,0.00033818170851580387,1279.01057567089,18.838003424756817,ad_hoc_this_year,7.57194096834845,3997,-5.104251888334061,-0.3849799524866178,,15.917688266199649,-3.7300390235841245,1.5373182850971209e-09,19.427168984559987,-7.279912832846144,-6.0404008494594885,-0.2600632689007543,4.861249712334139e-09,0.03609079103762566,3.340359380759875e-13,0.3897603904288039,citations_next_10_years,1.2213188985903292e-12,hub,-6.478464753083996
quasi-Poisson,0.3317548845387596,0.01626990970937345,0.8083357308473952,0.654931532757216,0.00033818170851580387,1279.01057567089,18.838003424756817,current_year,7.57194096834845,3997,12.72346556019132,0.8402241679094857,9.11105781134784,15.917688266199649,13.373693185582564,0.0,19.427168984559987,38.35200671688923,51.64282918087825,0.8721126049715763,0.0,0.01707685174316579,0.0,0.3897603904288039,citations_next_10_years,0.0,hub,12.073237934800137
quasi-Poisson,0.3206826324852277,0.020880211039291253,0.06415705130028507,0.08469958787706741,0.00033818170851580387,1279.01057567089,18.838003424756817,hub,7.57194096834845,3997,1.6454732066103772,0.10508151292689157,1.9867767214760386,15.917688266199649,2.2739996167489207,4.839007339947432e-07,19.427168984559987,5.131157848675127,5.032588642382725,0.14600597455349806,1.213208268801106e-06,0.01650691527623478,2.8796528928369914e-07,0.3897603904288039,citations_next_10_years,7.37779682763346e-07,hub,1.0169467964718395
quasi-Poisson,,0.003900539624599698,-0.031425802706781046,,0.00033818170851580387,1279.01057567089,18.838003424756817,lagged_citations_next_10_years,7.57194096834845,3997,,-0.023780885522294255,1.5062528116944223,15.917688266199649,,1.08199664333214e-09,19.427168984559987,,-6.096819366303662,-0.016135968337807467,3.516489090829455e-09,,,0.3897603904288039,citations_next_10_years,,hub,
quasi-Poisson,0.12076214134441941,0.007683476676314064,0.008551231385374392,0.01921837212414931,0.00033818170851580387,1279.01057567089,18.838003424756817,num_votes_this_year,7.57194096834845,3997,0.3733585628640057,0.02361056894700347,1.7237936124314281,15.917688266199649,0.6100480105950041,0.002119882679804984,19.427168984559987,3.09168551259098,3.072901752898922,0.03866990650863255,0.00432603965471831,0.00621614716176077,0.001990235790285313,0.3897603904288039,citations_next_10_years,0.00410925154347144,hub,0.13666911513300922
quasi-Poisson,2.2385583264657622,0.03889401653080109,-0.9288339281402845,-1.2321203602864632,0.00033818170851580387,1279.01057567089,18.838003424756817,seniority,7.57194096834845,3997,-23.936610448602057,-0.8526030565258089,42.74154766418733,15.917688266199649,-19.549116751436884,1.631432293365943e-106,19.427168984559987,-10.692868783273205,-21.921188207718597,-0.7763721849113333,1.4682890640293488e-105,0.1152282315681141,1.0991751397257093e-26,0.3897603904288039,citations_next_10_years,5.285074986900328e-26,hub,-28.32410414576718
quasi-Poisson,0.5405198150868036,0.0299592544737088,0.28030208418168145,0.2835233688035928,0.00033818170851580387,1279.01057567089,18.838003424756817,seniority_squared,7.57194096834845,3997,5.5080563968191205,0.33902114395382116,23.237090686046145,15.917688266199649,6.56745576731951,1.0925595457703747e-29,19.427168984559987,10.19029505131938,11.316074111634999,0.39774020372596086,5.478405722362878e-29,0.02782288121940923,2.1909823010900843e-24,0.3897603904288039,citations_next_10_years,1.0118878785297626e-23,hub,4.44865702631874
quasi-Poisson,,0.015087218892759043,0.7025540947946313,,0.0004012268719723376,1559.0250552450289,15.43526822880407,(Intercept),7.553833046026849,3997,,0.7321245004513113,,15.917688266199649,,0.0,19.427168984559987,,48.526140281737874,0.7616949061079913,,,,0.3888282977324366,citations_next_10_years,,in_degree,
quasi-Poisson,0.7443362078210919,0.06951583667614952,-0.5477344044260453,-0.2774554796245436,0.0004012268719723376,1559.0250552450289,15.43526822880407,ad_hoc_this_year,7.553833046026849,3997,-5.390174488358149,-0.4114858681856236,,15.917688266199649,-3.931302328639678,3.2329279472839054e-09,19.427168984559987,-7.24158576691694,-5.919311165060062,-0.275237331945202,9.867458343449136e-09,0.038314188156424824,4.4346857615656335e-13,0.3888282977324366,citations_next_10_years,1.5722976791005429e-12,in_degree,-6.8490466480766
quasi-Poisson,0.19617703756508043,0.011420960038398296,0.7578269074784306,0.5899045447704964,0.0004012268719723376,1559.0250552450289,15.43526822880407,current_year,7.553833046026849,3997,11.460175276016365,0.7802115778225625,17.256407678661663,15.917688266199649,11.844675204237678,0.0,19.427168984559987,58.41751623053502,68.31400996058308,0.8025962481666943,0.0,0.010098076447525363,0.0,0.3888282977324366,citations_next_10_years,0.0,in_degree,11.075675347795041
quasi-Poisson,0.2702121324262919,0.01651920190700287,-0.051825980693242596,-0.01614433372077207,0.0004012268719723376,1559.0250552450289,15.43526822880407,in_degree,7.553833046026849,3997,-0.3136386993365691,-0.019448939902171603,15.902983981118686,15.917688266199649,0.2159673484047307,0.23905444818948648,19.427168984559987,-1.1607128685168238,-1.1773534830352035,0.012928100888899393,0.3107707826463324,0.013908981418808202,0.24575868683031843,0.3888282977324366,citations_next_10_years,0.3183073766695268,in_degree,-0.8432447470778688
quasi-Poisson,,0.0036789821624471377,-0.028288180955610122,,0.0004012268719723376,1559.0250552450289,15.43526822880407,lagged_citations_next_10_years,7.553833046026849,3997,,-0.021077508417448446,1.6194008289152004,15.917688266199649,,1.0092415622159089e-08,19.427168984559987,,-5.7291684185357346,-0.013866835879286771,2.9276346143618514e-08,,,0.3888282977324366,citations_next_10_years,,in_degree,
quasi-Poisson,0.12470783240293963,0.007952339068073402,0.015339068709548367,0.025126262755139257,0.0004012268719723376,1559.0250552450289,15.43526822880407,num_votes_this_year,7.553833046026849,3997,0.4881321524945461,0.03092536687582305,1.708150038362721,15.917688266199649,0.7325550125943654,0.0001007248762248481,19.427168984559987,3.9142060533724727,3.8888390712589773,0.04651166504209773,0.00022809310680594632,0.006419248862356266,9.070215679974898e-05,0.3888282977324366,citations_next_10_years,0.0002080814185406006,in_degree,0.2437092923947279
quasi-Poisson,2.075690385975763,0.03790823433217084,-0.9061644274587983,-1.1728042140041266,0.0004012268719723376,1559.0250552450289,15.43526822880407,seniority,7.553833046026849,3997,-22.784265651262224,-0.8318656534502387,44.12504564119795,15.917688266199649,-18.71598725169365,9.839618535108581e-107,19.427168984559987,-10.976716857775275,-21.944194133681282,-0.757566879441679,9.088700278481874e-106,0.10684471770567533,4.945728961460887e-28,0.3888282977324366,citations_next_10_years,2.4110428687121825e-27,in_degree,-26.852544050830726
quasi-Poisson,0.5181444561419826,0.029030382175999406,0.2751027761113121,0.27719793143999677,0.0004012268719723376,1559.0250552450289,15.43526822880407,seniority_squared,7.553833046026849,3997,5.385171056255291,0.33200127963370446,23.535859086513746,15.917688266199649,6.400715529082673,2.752585293122563e-30,19.427168984559987,10.39318474302008,11.436338578697162,0.3888997831560968,1.400228170849304e-29,0.02667112519347441,2.6630937893271466e-25,0.3888282977324366,citations_next_10_years,1.2631701622349034e-24,in_degree,4.369626583427914
