judge,authority,hub,in_degree,out_degree
j86,0.001889535170610534,0.001889535170610534,0.2360248447204969,0.2360248447204969
j96,0.00011751295897228924,0.00011751295897228924,0.20496894409937888,0.20496894409937888
j158,0.00027297821666956597,0.00027297821666956597,0.30434782608695654,0.30434782608695654
j33,0.00010503794176815707,0.00010503794176815707,0.17391304347826086,0.17391304347826086
j154,0.000116683461647071,0.000116683461647071,0.21739130434782608,0.21739130434782608
j131,7.942518174442534e-05,7.942518174442534e-05,0.21739130434782608,0.21739130434782608
j29,-3.6888195616591444e-06,-3.6888195616591444e-06,0.08695652173913043,0.08695652173913043
j160,1.794574727495133e-05,1.794574727495133e-05,0.09316770186335403,0.09316770186335403
j60,-1.794574727495133e-05,-1.794574727495133e-05,0.09316770186335403,0.09316770186335403
j43,0.0003901176473561026,0.0003901176473561026,0.11180124223602485,0.11180124223602485
j140,-3.9141318506869035e-05,-3.9141318506869035e-05,0.06832298136645963,0.06832298136645963
j152,0.0005252525417446238,0.0005252525417446238,0.13664596273291926,0.13664596273291926
j15,0.00011725812458443608,0.00011725812458443608,0.08074534161490683,0.08074534161490683
j137,4.825041680338307e-06,4.825041680338307e-06,0.09937888198757763,0.09937888198757763
j145,-0.0007781185908307503,-0.0007781185908307503,0.13664596273291926,0.13664596273291926
j48,0.004039874232944756,0.004039874232944756,0.18633540372670807,0.18633540372670807
j73,0.0008243321057393439,0.0008243321057393439,0.19254658385093168,0.19254658385093168
j37,2.7717234176771987e-05,2.7717234176771987e-05,0.13664596273291926,0.13664596273291926
j40,0.0005251267004710735,0.0005251267004710735,0.13664596273291926,0.13664596273291926
j70,0.00039972398278202687,0.00039972398278202687,0.11180124223602485,0.11180124223602485
j31,5.352126715292083e-05,5.352126715292083e-05,0.024844720496894408,0.024844720496894408
j3,0.004797509934205796,0.004797509934205796,0.14906832298136646,0.14906832298136646
j139,0.004523283181828446,0.004523283181828446,0.14285714285714285,0.14285714285714285
j99,0.004698174212596249,0.004698174212596249,0.16149068322981366,0.16149068322981366
j4,-0.0018523569625249338,-0.0018523569625249338,0.16149068322981366,0.16149068322981366
j52,-0.0007813291325784452,-0.0007813291325784452,0.08695652173913043,0.08695652173913043
j0,0.00116245194166714,0.00116245194166714,0.11801242236024845,0.11801242236024845
j87,0.00016534900082187064,0.00016534900082187064,0.024844720496894408,0.024844720496894408
j133,-7.793871254708823e-05,-7.793871254708823e-05,0.08074534161490683,0.08074534161490683
j13,-4.801660006785428e-06,-4.801660006785428e-06,0.006211180124223602,0.006211180124223602
j88,0.002324500711272358,0.002324500711272358,0.11801242236024845,0.11801242236024845
j89,0.0030512937926100146,0.0030512937926100146,0.09937888198757763,0.09937888198757763
j22,3.3257421676464366e-05,3.3257421676464366e-05,0.09316770186335403,0.09316770186335403
j122,0.003263950604912841,0.003263950604912841,0.12422360248447205,0.12422360248447205
j94,0.0008902053152848628,0.0008902053152848628,0.08695652173913043,0.08695652173913043
j59,5.245728439522504e-06,5.245728439522504e-06,0.07453416149068323,0.07453416149068323
j64,5.245728439522504e-06,5.245728439522504e-06,0.07453416149068323,0.07453416149068323
j7,4.348921082857716e-05,4.348921082857716e-05,0.12422360248447205,0.12422360248447205
j85,0.0018037732663036712,0.0018037732663036712,0.09937888198757763,0.09937888198757763
j76,0.0011831912893310419,0.0011831912893310419,0.09316770186335403,0.09316770186335403
j136,-0.0011831912893310419,-0.0011831912893310419,0.09316770186335403,0.09316770186335403
j144,-2.872998096319415e-05,-2.872998096319415e-05,0.08695652173913043,0.08695652173913043
j107,0.0005908673041215567,0.0005908673041215567,0.08074534161490683,0.08074534161490683
j130,-0.0028943394744823563,-0.0028943394744823563,0.08695652173913043,0.08695652173913043
j134,0.0017010919264219943,0.0017010919264219943,0.09316770186335403,0.09316770186335403
j141,-0.0001337237811776346,-0.0001337237811776346,0.08695652173913043,0.08695652173913043
j21,0.001220256039406083,0.001220256039406083,0.09937888198757763,0.09937888198757763
j35,0.001220256039406083,0.001220256039406083,0.09937888198757763,0.09937888198757763
j16,-3.90057071361156e-06,-3.90057071361156e-06,0.08074534161490683,0.08074534161490683
j91,2.1958298188232044e-06,2.1958298188232044e-06,0.08074534161490683,0.08074534161490683
j147,-2.1958298188232044e-06,-2.1958298188232044e-06,0.08074534161490683,0.08074534161490683
j82,0.0012445095757392067,0.0012445095757392067,0.12422360248447205,0.12422360248447205
j32,0.00046321573029928383,0.00046321573029928383,0.09316770186335403,0.09316770186335403
j30,1.2581450583019989e-05,1.2581450583019989e-05,0.062111801242236024,0.062111801242236024
j50,1.7937581545311508e-05,1.7937581545311508e-05,0.08074534161490683,0.08074534161490683
j135,1.5306750544574992e-05,1.5306750544574992e-05,0.09316770186335403,0.09316770186335403
j101,1.5306750544574992e-05,1.5306750544574992e-05,0.09316770186335403,0.09316770186335403
j149,0.0027235123789269046,0.0027235123789269046,0.09937888198757763,0.09937888198757763
j74,-0.0027235123789269046,-0.0027235123789269046,0.09937888198757763,0.09937888198757763
j24,0.0022793615918144804,0.0022793615918144804,0.09316770186335403,0.09316770186335403
j146,-0.0022793615918144804,-0.0022793615918144804,0.09316770186335403,0.09316770186335403
j90,-0.002276258132771002,-0.002276258132771002,0.09937888198757763,0.09937888198757763
j42,0.00036847419361577867,0.00036847419361577867,0.08695652173913043,0.08695652173913043
j57,-0.0026974270525539,-0.0026974270525539,0.09937888198757763,0.09937888198757763
j45,0.0042091496738058025,0.0042091496738058025,0.09316770186335403,0.09316770186335403
j111,0.0019061073765729059,0.0019061073765729059,0.09316770186335403,0.09316770186335403
j20,-0.0020651950002732837,-0.0020651950002732837,0.09316770186335403,0.09316770186335403
