judge,authority,hub,in_degree,out_degree
j120,0.0007895481660645894,0.0007895481660645894,0.5093167701863354,0.5093167701863354
j150,-0.0016746939346023795,-0.0016746939346023795,0.5962732919254659,0.5962732919254659
j143,-0.0009996064266810298,-0.0009996064266810298,0.7515527950310559,0.7515527950310559
j83,-0.0024504865922393496,-0.0024504865922393496,0.7142857142857143,0.7142857142857143
j26,0.0002967510341735819,0.0002967510341735819,0.37888198757763975,0.37888198757763975
j6,0.0002967510341735819,0.0002967510341735819,0.37888198757763975,0.37888198757763975
j49,0.0021548631019165623,0.0021548631019165623,0.6894409937888198,0.6894409937888198
j11,-0.0014102519399784629,-0.0014102519399784629,0.6645962732919255,0.6645962732919255
j41,0.002468498545472683,0.002468498545472683,0.7515527950310559,0.7515527950310559
j156,0.002417127605461676,0.002417127605461676,0.7453416149068323,0.7453416149068323
j58,0.0011143195513886447,0.0011143195513886447,0.6770186335403726,0.6770186335403726
j56,0.002188795840990288,0.002188795840990288,0.7080745341614907,0.7080745341614907
j36,0.00047198137733236404,0.00047198137733236404,0.2919254658385093,0.2919254658385093
j114,0.0005680718207988023,0.0005680718207988023,0.4161490683229814,0.4161490683229814
j109,-0.0005680718207988023,-0.0005680718207988023,0.4161490683229814,0.4161490683229814
j151,0.0021184851594828764,0.0021184851594828764,0.6273291925465838,0.6273291925465838
j118,-0.0009351889758242732,-0.0009351889758242732,0.5403726708074534,0.5403726708074534
j55,0.012599360798554551,0.012599360798554551,0.9130434782608695,0.9130434782608695
j9,0.004881589740819474,0.004881589740819474,0.8074534161490683,0.8074534161490683
j138,0.002170974544931878,0.002170974544931878,0.7888198757763976,0.7888198757763976
j18,0.010749429485951242,0.010749429485951242,0.8819875776397516,0.8819875776397516
j84,0.02261456457893301,0.02261456457893301,0.9627329192546584,0.9627329192546584
j105,0.0029670352355491213,0.0029670352355491213,0.7888198757763976,0.7888198757763976
j53,0.007647440994100873,0.007647440994100873,0.8944099378881988,0.8944099378881988
j72,0.004084111322344388,0.004084111322344388,0.8322981366459627,0.8322981366459627
j80,0.0006876424464607733,0.0006876424464607733,0.8012422360248447,0.8012422360248447
j102,0.007267363752056388,0.007267363752056388,0.8571428571428571,0.8571428571428571
j108,0.006570728547211573,0.006570728547211573,0.8633540372670807,0.8633540372670807
j25,0.0009794799425263973,0.0009794799425263973,0.7329192546583851,0.7329192546583851
j95,0.005448522276495246,0.005448522276495246,0.8695652173913043,0.8695652173913043
j62,0.006489191265553429,0.006489191265553429,0.9006211180124224,0.9006211180124224
j117,-0.001100866328720747,-0.001100866328720747,0.6149068322981367,0.6149068322981367
j2,0.013282331628840752,0.013282331628840752,0.9130434782608695,0.9130434782608695
j71,0.003892279109272732,0.003892279109272732,0.8819875776397516,0.8819875776397516
j128,0.016257211790619217,0.016257211790619217,0.9006211180124224,0.9006211180124224
j98,0.008250389140823707,0.008250389140823707,0.84472049689441,0.84472049689441
j44,0.0037364414231306044,0.0037364414231306044,0.8074534161490683,0.8074534161490683
j47,0.011218621984247985,0.011218621984247985,0.8881987577639752,0.8881987577639752
j124,0.008090812117020707,0.008090812117020707,0.8385093167701864,0.8385093167701864
j119,0.018465947129334227,0.018465947129334227,0.937888198757764,0.937888198757764
j92,0.01203105100516949,0.01203105100516949,0.9192546583850931,0.9192546583850931
j97,0.009105166765588745,0.009105166765588745,0.9192546583850931,0.9192546583850931
j38,0.00623045818732366,0.00623045818732366,0.84472049689441,0.84472049689441
j78,0.006809405969878643,0.006809405969878643,0.8571428571428571,0.8571428571428571
j86,0.00342287791551354,0.00342287791551354,0.7888198757763976,0.7888198757763976
j96,0.006503405288463249,0.006503405288463249,0.8695652173913043,0.8695652173913043
j158,0.009061421305175649,0.009061421305175649,0.9130434782608695,0.9130434782608695
j33,0.003983221038938702,0.003983221038938702,0.8136645962732919,0.8136645962732919
j154,0.004855007568893717,0.004855007568893717,0.84472049689441,0.84472049689441
j131,0.0050391787842790445,0.0050391787842790445,0.8757763975155279,0.8757763975155279
j29,0.0005048108436063738,0.0005048108436063738,0.34782608695652173,0.34782608695652173
j160,0.0003409171399408479,0.0003409171399408479,0.4161490683229814,0.4161490683229814
j60,-0.0003409171399408479,-0.0003409171399408479,0.4161490683229814,0.4161490683229814
j43,0.0025180885782322845,0.0025180885782322845,0.6832298136645962,0.6832298136645962
j140,0.00028613471938729334,0.00028613471938729334,0.5093167701863354,0.5093167701863354
j152,0.006446422060020831,0.006446422060020831,0.7763975155279503,0.7763975155279503
j15,0.0010543201468005514,0.0010543201468005514,0.39751552795031053,0.39751552795031053
j137,-0.0014803137380151187,-0.0014803137380151187,0.6273291925465838,0.6273291925465838
j145,0.000832956129058789,0.000832956129058789,0.5652173913043478,0.5652173913043478
j48,0.007391808781444111,0.007391808781444111,0.8385093167701864,0.8385093167701864
j73,0.011200308261562715,0.011200308261562715,0.8633540372670807,0.8633540372670807
j37,-0.0008126950423881415,-0.0008126950423881415,0.7639751552795031,0.7639751552795031
j40,0.009546310966695625,0.009546310966695625,0.8322981366459627,0.8322981366459627
j70,0.007524329321452235,0.007524329321452235,0.7950310559006211,0.7950310559006211
j31,0.0007640634414178831,0.0007640634414178831,0.4720496894409938,0.4720496894409938
j3,0.0054938547204698915,0.0054938547204698915,0.7888198757763976,0.7888198757763976
j139,0.006618131299196648,0.006618131299196648,0.8322981366459627,0.8322981366459627
j99,0.008836489653173527,0.008836489653173527,0.8571428571428571,0.8571428571428571
j4,-0.0013469447474257009,-0.0013469447474257009,0.6770186335403726,0.6770186335403726
j52,-0.0005769124578419065,-0.0005769124578419065,0.4472049689440994,0.4472049689440994
j0,0.003364330744789156,0.003364330744789156,0.7080745341614907,0.7080745341614907
j87,0.0019237787146630127,0.0019237787146630127,0.639751552795031,0.639751552795031
j133,-0.0013403461979030818,-0.0013403461979030818,0.577639751552795,0.577639751552795
j13,-0.000542263895649858,-0.000542263895649858,0.4409937888198758,0.4409937888198758
j88,-0.0006883442776970779,-0.0006883442776970779,0.7018633540372671,0.7018633540372671
j89,0.0010833894972011166,0.0010833894972011166,0.4720496894409938,0.4720496894409938
j22,0.0008029566774819419,0.0008029566774819419,0.4720496894409938,0.4720496894409938
j122,0.0015332037699176385,0.0015332037699176385,0.6459627329192547,0.6459627329192547
j94,0.0009724744245745606,0.0009724744245745606,0.484472049689441,0.484472049689441
j59,0.0008384524958457711,0.0008384524958457711,0.6086956521739131,0.6086956521739131
j64,0.0008384524958457711,0.0008384524958457711,0.6086956521739131,0.6086956521739131
j7,0.002563635621018178,0.002563635621018178,0.6645962732919255,0.6645962732919255
j85,0.0014478745291464294,0.0014478745291464294,0.6024844720496895,0.6024844720496895
j76,0.0003124784778934851,0.0003124784778934851,0.33540372670807456,0.33540372670807456
j136,-0.0003124784778934851,-0.0003124784778934851,0.33540372670807456,0.33540372670807456
j144,-0.0006749521846323351,-0.0006749521846323351,0.36645962732919257,0.36645962732919257
j107,0.0002788844138436353,0.0002788844138436353,0.3105590062111801,0.3105590062111801
j130,-0.002437806517427778,-0.002437806517427778,0.6832298136645962,0.6832298136645962
j134,0.0016325941802264221,0.0016325941802264221,0.6211180124223602,0.6211180124223602
j141,-0.0005267989376529329,-0.0005267989376529329,0.39751552795031053,0.39751552795031053
j21,0.00024941542814480087,0.00024941542814480087,0.2981366459627329,0.2981366459627329
j35,0.00024941542814480087,0.00024941542814480087,0.2981366459627329,0.2981366459627329
j16,-0.0019030591907094226,-0.0019030591907094226,0.6459627329192547,0.6459627329192547
j91,-0.0011378430871100526,-0.0011378430871100526,0.577639751552795,0.577639751552795
j147,0.0011378430871100526,0.0011378430871100526,0.577639751552795,0.577639751552795
j82,0.001060542532134305,0.001060542532134305,0.6273291925465838,0.6273291925465838
j32,0.0048048779137912605,0.0048048779137912605,0.8012422360248447,0.8012422360248447
j30,0.00025701215802499574,0.00025701215802499574,0.42857142857142855,0.42857142857142855
j50,0.0010487558216032162,0.0010487558216032162,0.4472049689440994,0.4472049689440994
j135,0.00030532143616871833,0.00030532143616871833,0.22981366459627328,0.22981366459627328
j101,0.00030532143616871833,0.00030532143616871833,0.22981366459627328,0.22981366459627328
j149,0.001319114687574319,0.001319114687574319,0.515527950310559,0.515527950310559
j74,-0.001319114687574319,-0.001319114687574319,0.515527950310559,0.515527950310559
j24,0.001242404776836667,0.001242404776836667,0.5652173913043478,0.5652173913043478
j146,-0.001242404776836667,-0.001242404776836667,0.5652173913043478,0.5652173913043478
j90,-0.0015693971227755232,-0.0015693971227755232,0.6086956521739131,0.6086956521739131
j42,0.0013005720652375895,0.0013005720652375895,0.639751552795031,0.639751552795031
j57,-0.0012688601083444637,-0.0012688601083444637,0.39751552795031053,0.39751552795031053
j45,0.0028409445551583466,0.0028409445551583466,0.6645962732919255,0.6645962732919255
j111,0.0002683311260924912,0.0002683311260924912,0.14285714285714285,0.14285714285714285
j20,-0.0005163914730381667,-0.0005163914730381667,0.391304347826087,0.391304347826087
